Timestamp;Delivery;Return;BackProduction
00:00:00;0,01;12,02;0,0
01:00:00;0,01;11,86;0,0
02:00:00;0,01;11,86;0,0
03:00:00;0,01;12,62;0,0
04:00:00;0,01;12,02;0,0
05:00:00;0,01;15,67;0,0
06:00:00;0,01;19,01;0,0
07:00:00;0,01;35,44;0,0
08:00:00;0,03;68,9;0,0
09:00:00;0,0;90,5;0,0
10:00:00;0,0;88,22;0,0
11:00:00;0,0;81,37;0,0
12:00:00;0,0;79,55;0,0
13:00:00;0,0;79,4;0,0
14:00:00;0,0;69,05;0,0
15:00:00;0,0;74,38;0,0
16:00:00;0,0;61,3;0,0
17:00:00;0,02;45,48;0,0
18:00:00;0,01;41,52;0,0
19:00:00;0,01;40,0;0,0
20:00:00;0,01;37,87;0,0
21:00:00;0,01;24,79;0,0
22:00:00;0,01;14,3;0,0
23:00:00;0,01;13,54;0,0
00:00:00;0,01;13,08;0,0
01:00:00;0,01;13,99;0,0
02:00:00;0,01;13,38;0,0
03:00:00;0,01;13,54;0,0
04:00:00;0,01;12,93;0,0
05:00:00;0,01;16,58;0,0
06:00:00;0,01;22,36;0,0
07:00:00;0,01;38,02;0,0
08:00:00;0,01;73,31;0,0
09:00:00;0,0;90,35;0,0
10:00:00;0,0;92,78;0,0
11:00:00;0,0;89,13;0,0
12:00:00;0,0;89,13;0,0
13:00:00;0,0;77,12;0,0
14:00:00;0,0;79,55;0,0
15:00:00;0,0;76,05;0,0
16:00:00;0,0;56,88;0,0
17:00:00;0,02;43,2;0,0
18:00:00;0,01;41,37;0,0
19:00:00;0,01;29,2;0,0
20:00:00;0,01;13,99;0,0
21:00:00;0,01;13,38;0,0
22:00:00;0,01;12,62;0,0
23:00:00;0,01;12,78;0,0
00:00:00;0,01;12,17;0,0
01:00:00;0,01;12,02;0,0
02:00:00;0,01;12,47;0,0
03:00:00;0,01;12,62;0,0
04:00:00;0,01;13,08;0,0
05:00:00;0,01;12,93;0,0
06:00:00;0,01;11,86;0,0
07:00:00;0,01;12,17;0,0
08:00:00;0,02;13,23;0,0
09:00:00;0,0;14,15;0,0
10:00:00;0,0;13,99;0,0
11:00:00;0,0;6,24;0,0
12:00:00;0,0;7,0;0,0
13:00:00;0,0;5,78;0,0
14:00:00;0,0;6,39;0,0
15:00:00;0,0;9,43;0,0
16:00:00;0,0;11,41;0,0
17:00:00;0,03;13,08;0,0
18:00:00;0,01;14,9;0,0
19:00:00;0,01;13,99;0,0
20:00:00;0,01;14,75;0,0
21:00:00;0,01;14,45;0,0
22:00:00;0,01;13,23;0,0
23:00:00;0,01;13,08;0,0
00:00:00;0,01;13,38;0,0
01:00:00;0,01;13,69;0,0
02:00:00;0,01;13,69;0,0
03:00:00;0,01;13,23;0,0
04:00:00;0,01;13,54;0,0
05:00:00;0,01;13,08;0,0
06:00:00;0,01;13,08;0,0
07:00:00;0,01;13,38;0,0
08:00:00;0,02;13,23;0,0
09:00:00;0,0;11,56;0,0
10:00:00;0,0;14,3;0,0
11:00:00;0,0;7,3;0,8748
12:00:00;0,0;0,0;9,9051
13:00:00;0,0;10,36;0,2664
14:00:00;0,0;15,36;0,0
15:00:00;0,0;11,71;0,0
16:00:00;0,02;11,26;0,0
17:00:00;0,02;12,02;0,0
18:00:00;0,01;13,69;0,0
19:00:00;0,01;14,6;0,0
20:00:00;0,01;14,6;0,0
21:00:00;0,01;14,91;0,0
22:00:00;0,01;14,91;0,0
23:00:00;0,01;13,54;0,0
00:00:00;0,01;13,54;0,0
01:00:00;0,01;13,99;0,0
02:00:00;0,01;13,23;0,0
03:00:00;0,01;11,86;0,0
04:00:00;0,01;13,84;0,0
05:00:00;0,01;17,95;0,0
06:00:00;0,01;22,36;0,0
07:00:00;0,01;41,07;0,0
08:00:00;0,01;73,62;0,0
09:00:00;0,0;88,07;0,0
10:00:00;0,0;84,11;0,0
11:00:00;0,0;85,02;0,0
12:00:00;0,0;89,74;0,0
13:00:00;0,0;81,53;0,0
14:00:00;0,0;81,07;0,0
15:00:00;0,0;78,94;0,0
16:00:00;0,0;57,8;0,0
17:00:00;0,03;46,39;0,0
18:00:00;0,01;40,31;0,0
19:00:00;0,01;27,84;0,0
20:00:00;0,01;21,9;0,0
21:00:00;0,01;16,43;0,0
22:00:00;0,01;13,99;0,0
23:00:00;0,01;12,93;0,0
00:00:00;0,01;14,91;0,0
01:00:00;0,01;15,67;0,0
02:00:00;0,01;15,21;0,0
03:00:00;0,01;15,06;0,0
04:00:00;0,01;16,58;0,0
05:00:00;0,01;18,56;0,0
06:00:00;0,01;20,38;0,0
07:00:00;0,01;36,35;0,0
08:00:00;0,01;76,2;0,0
09:00:00;0,0;93,85;0,0
10:00:00;0,0;82,9;0,0
11:00:00;0,0;76,35;0,0
12:00:00;0,0;67,99;0,0
13:00:00;0,0;63,58;0,0
14:00:00;0,0;52,63;0,0
15:00:00;0,0;54,45;0,0
16:00:00;0,0;55,82;0,0
17:00:00;0,02;55,67;0,0
18:00:00;0,01;55,52;0,0
19:00:00;0,01;38,48;0,0
20:00:00;0,01;26,46;0,0
21:00:00;0,01;15,82;0,0
22:00:00;0,01;12,93;0,0
23:00:00;0,01;12,62;0,0
00:00:00;0,01;12,78;0,0
01:00:00;0,01;13,23;0,0
02:00:00;0,01;13,23;0,0
03:00:00;0,01;12,62;0,0
04:00:00;0,01;14,3;0,0
05:00:00;0,01;18,25;0,0
06:00:00;0,01;20,53;0,0
07:00:00;0,01;36,5;0,0
08:00:00;0,01;71,64;0,0
09:00:00;0,0;86,54;0,0
10:00:00;0,0;83,65;0,0
11:00:00;0,0;73,01;0,0
12:00:00;0,0;70,12;0,0
13:00:00;0,0;69,05;0,0
14:00:00;0,0;70,73;0,0
15:00:00;0,0;71,49;0,0
16:00:00;0,0;63,88;0,0
17:00:00;0,02;71,49;0,0
18:00:00;0,01;62,21;0,0
19:00:00;0,01;57,95;0,0
20:00:00;0,01;24,64;0,0
21:00:00;0,01;20,23;0,0
22:00:00;0,01;15,82;0,0
23:00:00;0,01;16,58;0,0
00:00:00;0,01;15,82;0,0
01:00:00;0,01;15,82;0,0
02:00:00;0,01;15,97;0,0
03:00:00;0,01;15,82;0,0
04:00:00;0,01;14,91;0,0
05:00:00;0,01;20,08;0,0
06:00:00;0,01;24,03;0,0
07:00:00;0,01;38,78;0,0
08:00:00;0,01;70,27;0,0
09:00:00;0,0;85,33;0,0
10:00:00;0,0;84,26;0,0
11:00:00;0,0;72,4;0,0
12:00:00;0,0;71,18;0,0
13:00:00;0,0;71,03;0,0
14:00:00;0,0;73,01;0,0
15:00:00;0,0;68,44;0,0
16:00:00;0,0;57,65;0,0
17:00:00;0,01;46,7;0,0
18:00:00;0,01;39,24;0,0
19:00:00;0,01;28,44;0,0
20:00:00;0,01;24,03;0,0
21:00:00;0,01;20,68;0,0
22:00:00;0,01;16,28;0,0
23:00:00;0,01;15,52;0,0
00:00:00;0,01;15,52;0,0
01:00:00;0,01;15,36;0,0
02:00:00;0,01;15,36;0,0
03:00:00;0,01;14,9;0,0
04:00:00;0,01;15,82;0,0
05:00:00;0,01;19,01;0,0
06:00:00;0,01;24,03;0,0
07:00:00;0,01;40,76;0,0
08:00:00;0,01;73,01;0,0
09:00:00;0,0;88,67;0,0
10:00:00;0,0;84,87;0,0
11:00:00;0,0;81,83;0,0
12:00:00;0,0;79,24;0,0
13:00:00;0,0;73,31;0,0
14:00:00;0,0;73,62;0,0
15:00:00;0,0;70,42;0,0
16:00:00;0,0;52,63;0,0
17:00:00;0,03;35,14;0,0
18:00:00;0,01;38,18;0,0
19:00:00;0,01;26,16;0,0
20:00:00;0,01;14,14;0,0
21:00:00;0,01;14,6;0,0
22:00:00;0,01;15,21;0,0
23:00:00;0,01;13,84;0,0
00:00:00;0,01;13,99;0,0
01:00:00;0,01;14,14;0,0
02:00:00;0,01;14,3;0,0
