Timestamp;Delivery;Return;BackProduction
00:00:00;6,08;0,0;0,0
01:00:00;5,88;0,0;0,0
02:00:00;6,03;0,0;0,0
03:00:00;6,03;0,0;0,0
04:00:00;5,67;0,0;0,0
05:00:00;5,77;0,0;0,4
06:00:00;5,07;0,0;1,92
07:00:00;2,18;1,53;5,76
08:00:00;0,1;15,84;20,98
09:00:00;1,52;4,59;9,08
10:00:00;0,0;22,46;27,54
11:00:00;0,0;24,23;29,72
12:00:00;0,0;56,07;61,78
13:00:00;0,0;76,06;82,34
14:00:00;0,0;102,67;109,44
15:00:00;0,0;158,84;166,32
16:00:00;0,0;139,88;146,84
17:00:00;0,0;110,32;117,12
18:00:00;0,0;73,64;79,72
19:00:00;0,0;52,12;57,76
20:00:00;0,0;19,2;24,9
21:00:00;2,63;1,97;4,78
22:00:00;6,28;0,0;0,02
23:00:00;6,48;0,0;0,0
00:00:00;5,12;0,0;0,0
01:00:00;5,12;0,0;0,0
02:00:00;5,37;0,0;0,0
03:00:00;4,96;0,0;0,0
04:00:00;5,27;0,0;0,0
05:00:00;4,71;0,0;0,84
06:00:00;2,48;0,0;4,28
07:00:00;1,42;1,73;6,4
08:00:00;0,96;20,04;25,1
09:00:00;0,0;45,36;50,88
10:00:00;0,0;47,68;53,52
11:00:00;0,0;98,91;105,48
12:00:00;0,0;104,74;111,44
13:00:00;0,0;89,04;95,28
14:00:00;0,0;115,6;122,3
15:00:00;0,0;102,42;109,44
16:00:00;0,0;62,14;67,98
17:00:00;0,0;72,11;78,16
18:00:00;0,0;73,49;79,78
19:00:00;0,0;49,01;54,48
20:00:00;0,0;8,69;14,06
21:00:00;1,42;2,62;6,54
22:00:00;6,28;0,0;0,04
23:00:00;6,48;0,0;0,0
00:00:00;5,17;0,0;0,0
01:00:00;5,22;0,0;0,0
02:00:00;5,22;0,0;0,0
03:00:00;5,01;0,0;0,0
04:00:00;5,12;0,0;0,0
05:00:00;6,79;0,0;1,54
06:00:00;2,43;6,37;16,7
07:00:00;0,0;15,4;38,9
08:00:00;0,15;32,82;64,04
09:00:00;0,0;62,29;99,32
10:00:00;0,0;95,01;132,32
11:00:00;0,0;122,11;158,04
12:00:00;0,0;92,3;127,46
13:00:00;0,0;77,49;112,52
14:00:00;0,0;59,67;93,78
15:00:00;2,38;35,54;73,6
16:00:00;0,0;65,89;104,16
17:00:00;4,46;3,7;29,86
18:00:00;0,46;18,51;33,02
19:00:00;0,0;17,87;28,24
20:00:00;0,1;4,39;10,38
21:00:00;4,0;1,48;4,12
22:00:00;7,6;0,0;0,0
23:00:00;7,19;0,0;0,0
00:00:00;6,18;0,0;0,0
01:00:00;6,28;0,0;0,0
02:00:00;6,53;0,0;0,0
03:00:00;6,18;0,0;0,0
04:00:00;6,03;0,0;0,02
05:00:00;5,47;0,0;4,1
06:00:00;1,22;6,47;18,78
07:00:00;0,0;19,94;45,04
08:00:00;0,05;49,36;80,28
09:00:00;3,39;59,62;94,54
10:00:00;0,1;82,23;118,98
11:00:00;0,0;109,62;146,62
12:00:00;0,0;65,25;99,7
13:00:00;0,0;84,85;120,3
14:00:00;0,0;84,35;118,32
