Timestamp;Delivery;Return;BackProduction
00:00:00;5,38;0,0;0,0
01:00:00;5,42;0,0;0,0
02:00:00;5,48;0,0;0,0
03:00:00;5,38;0,0;0,0
04:00:00;5,22;0,0;0,0
05:00:00;5,44;0,0;0,0
06:00:00;5,3;0,0;0,0
07:00:00;5,34;0,0;0,0
08:00:00;5,62;0,0;0,0
09:00:00;3,74;0,0;1,58
10:00:00;1,1;0,26;4,18
11:00:00;0,84;0,18;4,53
12:00:00;0,14;3,16;8,49
13:00:00;0,22;1,48;7,16
14:00:00;2,1;0,08;3,94
15:00:00;4,22;0,0;1,99
16:00:00;5,9;0,0;0,14
17:00:00;6,18;0,0;0,0
18:00:00;6,26;0,0;0,0
19:00:00;6,16;0,0;0,0
20:00:00;6,16;0,0;0,0
21:00:00;5,84;0,0;0,0
22:00:00;5,58;0,0;0,0
23:00:00;5,68;0,0;0,0
00:00:00;5,5;0,0;0,0
01:00:00;5,5;0,0;0,0
02:00:00;5,6;0,0;0,0
03:00:00;5,52;0,0;0,0
04:00:00;5,36;0,0;0,0
05:00:00;6,0;0,0;0,0
06:00:00;41,02;0,0;0,0
07:00:00;54,74;0,0;0,0
08:00:00;54,4;0,0;0,25
09:00:00;56,42;0,0;8,54
10:00:00;58,44;0,0;7,38
11:00:00;32,98;0,0;35,42
12:00:00;27,28;0,0;37,89
13:00:00;25,52;0,0;38,05
14:00:00;29,4;0,0;31,99
15:00:00;46,72;0,0;14,06
16:00:00;58,8;0,0;0,99
17:00:00;59,74;0,0;0,0
18:00:00;54,76;0,0;0,0
19:00:00;51,9;0,0;0,0
20:00:00;51,84;0,0;0,0
21:00:00;51,98;0,0;0,0
22:00:00;37,78;0,0;0,0
23:00:00;15,96;0,0;0,0
00:00:00;11,84;0,0;0,0
01:00:00;9,18;0,0;0,0
02:00:00;9,16;0,0;0,0
03:00:00;9,02;0,0;0,0
04:00:00;9,06;0,0;0,0
05:00:00;9,34;0,0;0,0
06:00:00;26,58;0,0;0,0
07:00:00;55,86;0,0;0,0
08:00:00;56,06;0,0;0,15
09:00:00;52,36;0,0;3,78
10:00:00;40,14;0,0;18,24
11:00:00;36,66;0,0;23,69
12:00:00;39,22;0,0;21,39
13:00:00;47,58;0,0;12,19
14:00:00;50,9;0,0;8,8
15:00:00;56,72;0,0;2,14
16:00:00;58,34;0,0;0,11
17:00:00;55,66;0,0;0,0
18:00:00;52,2;0,0;0,0
19:00:00;64,12;0,0;0,0
20:00:00;61,36;0,0;0,0
21:00:00;59,14;0,0;0,0
22:00:00;42,5;0,0;0,0
23:00:00;19,3;0,0;0,0
00:00:00;11,82;0,0;0,0
01:00:00;11,64;0,0;0,0
02:00:00;10,66;0,0;0,0
03:00:00;9,1;0,0;0,0
04:00:00;9,08;0,0;0,0
05:00:00;9,06;0,0;0,0
06:00:00;26,44;0,0;0,0
07:00:00;56,46;0,0;0,0
08:00:00;55,72;0,0;0,0
09:00:00;52,42;0,0;4,96
10:00:00;58,2;0,0;8,95
11:00:00;34,58;0,0;22,69
12:00:00;28,54;0,0;24,35
13:00:00;19,08;0,54;30,8
14:00:00;13,78;0,38;29,39
15:00:00;33,38;0,0;12,39
16:00:00;46,04;0,0;2,61
17:00:00;54,24;0,0;0,0
18:00:00;72,46;0,0;0,0
19:00:00;73,36;0,0;0,0
20:00:00;64,74;0,0;0,0
21:00:00;50,44;0,0;0,0
22:00:00;37,22;0,0;0,0
23:00:00;20,26;0,0;0,0
00:00:00;13,42;0,0;0,0
01:00:00;9,56;0,0;0,0
02:00:00;8,86;0,0;0,0
03:00:00;9,26;0,0;0,0
04:00:00;9,04;0,0;0,0
05:00:00;9,0;0,0;0,0
06:00:00;26,12;0,0;0,0
07:00:00;55,54;0,0;0,0
08:00:00;56,1;0,0;0,21
09:00:00;49,46;0,0;5,39
10:00:00;33,28;0,0;23,1
11:00:00;18,14;0,0;37,45
12:00:00;0,86;18,36;43,05
13:00:00;0,0;28,38;48,12
14:00:00;0,08;18,24;35,43
15:00:00;17,02;0,0;6,82
16:00:00;36,34;0,0;1,41
17:00:00;60,88;0,0;0,0
18:00:00;66,06;0,0;0,0
19:00:00;64,52;0,0;0,0
20:00:00;62,64;0,0;0,0
21:00:00;61,36;0,0;0,0
22:00:00;51,54;0,0;0,0
23:00:00;20,54;0,0;0,0
00:00:00;12,36;0,0;0,0
01:00:00;10,38;0,0;0,0
02:00:00;9,62;0,0;0,0
03:00:00;9,5;0,0;0,0
04:00:00;9,58;0,0;0,0
05:00:00;9,66;0,0;0,0
06:00:00;26,64;0,0;0,0
07:00:00;58,32;0,0;0,0
08:00:00;57,96;0,0;0,22
09:00:00;54,38;0,0;3,09
10:00:00;42,82;0,0;19,66
11:00:00;28,08;0,0;39,21
12:00:00;20,96;0,0;45,96
13:00:00;18,8;0,0;48,55
14:00:00;30,32;0,0;34,25
15:00:00;46,7;0,0;16,14
16:00:00;62,9;0,0;1,51
17:00:00;37,9;0,0;0,0
18:00:00;71,1;0,0;0,0
19:00:00;71,9;0,0;0,0
20:00:00;71,36;0,0;0,0
21:00:00;62,02;0,0;0,0
22:00:00;45,48;0,0;0,0
23:00:00;21,88;0,0;0,0
00:00:00;12,68;0,0;0,0
01:00:00;11,16;0,0;0,0
02:00:00;10,36;0,0;0,0
03:00:00;9,12;0,0;0,0
04:00:00;9,2;0,0;0,0
05:00:00;9,16;0,0;0,0
06:00:00;10,1;0,0;0,0
07:00:00;12,44;0,0;0,0
08:00:00;35,54;0,0;0,0
09:00:00;53,64;0,0;0,01
10:00:00;54,32;0,0;0,1
11:00:00;59,34;0,0;0,55
12:00:00;46,52;0,0;0,89
13:00:00;44,24;0,0;0,7
14:00:00;35,14;0,0;0,38
15:00:00;19,6;0,0;0,02
16:00:00;19,86;0,0;0,01
17:00:00;20,98;0,0;0,0
18:00:00;14,84;0,0;0,0
