Timestamp;Delivery;Return;BackProduction
00:00:00;4,64;0,0;0,0
01:00:00;4,56;0,0;0,0
02:00:00;4,72;0,0;0,0
03:00:00;4,56;0,0;0,0
04:00:00;4,56;0,0;0,0
05:00:00;4,56;0,0;0,0
06:00:00;4,4;0,0;0,0
07:00:00;4,32;0,0;0,0
08:00:00;4,4;0,0;0,02
09:00:00;2,4;1,6;5,58
10:00:00;0,0;10,16;16,79
11:00:00;0,0;23,36;28,37
12:00:00;0,0;36,48;41,92
13:00:00;0,0;47,52;52,51
14:00:00;0,0;38,0;43,7
15:00:00;1,52;3,76;8,27
16:00:00;4,88;0,0;0,07
17:00:00;6,16;0,0;0,0
18:00:00;6,24;0,0;0,0
19:00:00;6,24;0,0;0,0
20:00:00;6,64;0,0;0,0
21:00:00;7,04;0,0;0,0
22:00:00;6,64;0,0;0,0
23:00:00;5,2;0,0;0,0
00:00:00;4,48;0,0;0,0
01:00:00;4,4;0,0;0,0
02:00:00;4,64;0,0;0,0
03:00:00;4,96;0,0;0,0
04:00:00;4,48;0,0;0,0
05:00:00;4,4;0,0;0,0
06:00:00;5,04;0,0;0,0
07:00:00;4,4;0,0;0,0
08:00:00;4,32;0,0;0,0
09:00:00;4,08;0,0;0,92
10:00:00;1,2;0,08;3,56
11:00:00;2,4;0,48;4,22
12:00:00;3,36;0,16;3,81
13:00:00;3,2;0,08;3,45
14:00:00;5,6;0,0;1,3
15:00:00;6,88;0,0;0,11
16:00:00;6,16;0,0;0,0
17:00:00;6,56;0,0;0,0
18:00:00;6,64;0,0;0,0
19:00:00;7,04;0,0;0,0
20:00:00;7,04;0,0;0,0
21:00:00;6,32;0,0;0,0
22:00:00;4,88;0,0;0,0
23:00:00;4,64;0,0;0,0
00:00:00;5,12;0,0;0,0
01:00:00;4,48;0,0;0,0
02:00:00;5,2;0,0;0,0
03:00:00;4,56;0,0;0,0
04:00:00;5,2;0,0;0,0
05:00:00;4,72;0,0;0,0
06:00:00;5,04;0,0;0,0
07:00:00;4,88;0,0;0,0
08:00:00;4,88;0,0;0,0
09:00:00;6,56;0,0;0,1
10:00:00;5,2;0,0;1,78
11:00:00;4,56;0,0;2,85
12:00:00;2,24;1,12;6,37
13:00:00;3,36;0,16;3,84
14:00:00;3,28;0,08;3,19
15:00:00;6,16;0,0;0,69
16:00:00;6,4;0,0;0,02
17:00:00;6,56;0,0;0,0
18:00:00;6,48;0,0;0,0
19:00:00;7,52;0,0;0,0
20:00:00;7,04;0,0;0,0
21:00:00;6,08;0,0;0,0
22:00:00;5,12;0,0;0,0
23:00:00;4,64;0,0;0,0
00:00:00;5,2;0,0;0,0
01:00:00;4,88;0,0;0,0
02:00:00;5,12;0,0;0,0
03:00:00;4,88;0,0;0,0
04:00:00;5,04;0,0;0,0
05:00:00;4,96;0,0;0,0
06:00:00;4,64;0,0;0,0
07:00:00;6,56;0,0;0,0
08:00:00;6,48;0,0;0,0
09:00:00;7,04;0,0;0,18
10:00:00;5,12;0,0;1,51
11:00:00;1,52;1,84;7,25
12:00:00;0,88;1,92;8,31
13:00:00;3,36;0,48;4,14
14:00:00;4,56;0,0;2,86
15:00:00;5,04;0,0;1,57
16:00:00;7,6;0,0;0,02
17:00:00;7,04;0,0;0,0
18:00:00;6,96;0,0;0,0
19:00:00;6,88;0,0;0,0
20:00:00;5,12;0,0;0,0
21:00:00;5,36;0,0;0,0
22:00:00;5,2;0,0;0,0
23:00:00;4,72;0,0;0,0
00:00:00;5,28;0,0;0,0
01:00:00;4,88;0,0;0,0
02:00:00;4,96;0,0;0,0
03:00:00;5,28;0,0;0,0
04:00:00;4,56;0,0;0,0
05:00:00;5,2;0,0;0,0
06:00:00;4,48;0,0;0,0
07:00:00;6,64;0,0;0,0
08:00:00;6,32;0,0;0,0
09:00:00;6,72;0,0;0,16
10:00:00;4,72;0,0;1,96
11:00:00;4,8;0,0;2,22
12:00:00;2,08;1,12;6,05
13:00:00;1,76;1,04;5,88
14:00:00;5,6;0,0;2,48
15:00:00;6,8;0,0;0,3
16:00:00;6,88;0,0;0,0
17:00:00;6,56;0,0;0,0
18:00:00;7,36;0,0;0,0
19:00:00;6,8;0,0;0,0
20:00:00;7,76;0,0;0,0
21:00:00;7,44;0,0;0,0
22:00:00;6,24;0,0;0,0
23:00:00;5,12;0,0;0,0
00:00:00;5,36;0,0;0,0
01:00:00;5,52;0,0;0,0
02:00:00;5,36;0,0;0,0
03:00:00;4,96;0,0;0,0
04:00:00;5,36;0,0;0,0
05:00:00;5,44;0,0;0,0
06:00:00;4,96;0,0;0,0
07:00:00;6,24;0,0;0,0
08:00:00;7,04;0,0;0,0
09:00:00;6,64;0,0;0,16
10:00:00;6,16;0,0;1,51
11:00:00;1,12;1,76;7,63
12:00:00;1,76;1,52;7,13
13:00:00;3,6;0,0;4,04
14:00:00;4,16;0,0;2,92
15:00:00;4,88;0,0;1,47
16:00:00;7,28;0,0;0,01
17:00:00;6,8;0,0;0,0
18:00:00;6,88;0,0;0,0
19:00:00;7,84;0,0;0,0
20:00:00;7,68;0,0;0,0
21:00:00;7,76;0,0;0,0
22:00:00;5,84;0,0;0,0
23:00:00;4,96;0,0;0,0
00:00:00;5,28;0,0;0,0
01:00:00;5,36;0,0;0,0
02:00:00;4,72;0,0;0,0
03:00:00;5,2;0,0;0,0
04:00:00;5,36;0,0;0,0
05:00:00;4,56;0,0;0,0
06:00:00;5,28;0,0;0,0
07:00:00;5,12;0,0;0,0
08:00:00;4,8;0,0;0,0
09:00:00;4,88;0,08;1,46
10:00:00;2,72;0,24;4,11
11:00:00;1,84;1,2;6,74
12:00:00;2,64;0,4;5,4
13:00:00;2,8;0,24;4,41
14:00:00;4,64;0,0;2,36
15:00:00;6,8;0,0;0,29
16:00:00;7,2;0,0;0,0
17:00:00;6,48;0,0;0,0
18:00:00;6,88;0,0;0,0
19:00:00;6,32;0,0;0,0
20:00:00;7,44;0,0;0,0
21:00:00;9,04;0,0;0,0
22:00:00;8,48;0,0;0,0
23:00:00;5,84;0,0;0,0
00:00:00;4,88;0,0;0,0
